CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
16980,MRS.,JILL,MOORE,1966-08-04,M,F,jill5@learnsector.com,70000,4,Graduate Degree,Professional,Y
16981,MR.,HUNTER,SIMMONS,1969-07-16,M,M,hunter12@learnsector.com,70000,5,Graduate Degree,Professional,Y
16982,MRS.,JILLIAN,LOPEZ,1969-07-03,M,F,jillian17@learnsector.com,70000,5,Graduate Degree,Professional,Y
16983,MR.,GABRIEL,COLLINS,1969-05-03,M,M,gabriel32@learnsector.com,80000,3,Graduate Degree,Professional,Y
16984,MR.,RODNEY,MORENO,1965-04-01,S,M,rodney2@learnsector.com,40000,0,Bachelors,Professional,Y
16985,MR.,ADAM,LI,1965-04-10,S,M,adam23@learnsector.com,80000,3,Bachelors,Skilled Manual,Y
16986,MRS.,SARA,ADAMS,1965-04-02,S,F,sara42@learnsector.com,80000,3,Bachelors,Skilled Manual,Y
16987,MR.,MIGUEL,CLARK,1965-09-04,S,M,miguel19@learnsector.com,80000,3,Bachelors,Skilled Manual,Y
16988,MR.,BRIAN,BAILEY,1965-04-19,S,M,brian27@learnsector.com,80000,3,Bachelors,Skilled Manual,N
16989,MRS.,EMMA,RICHARDSON,1965-09-20,S,F,emma36@learnsector.com,80000,3,Bachelors,Skilled Manual,Y
16990,MR.,ZACHARY,GRIFFIN,1965-07-21,M,M,zachary19@learnsector.com,60000,0,Graduate Degree,Professional,Y
16991,MRS.,BRIANNA,HENDERSON,1964-09-21,S,F,brianna51@learnsector.com,60000,4,Bachelors,Skilled Manual,Y
16992,MR.,LUCAS,WATSON,1964-09-16,S,M,lucas71@learnsector.com,60000,4,Bachelors,Skilled Manual,Y
16993,MR.,RUSSELL,RAI,1964-08-18,M,M,russell20@learnsector.com,60000,4,Bachelors,Skilled Manual,Y
16994,MRS.,DEANNA,TORRES,1964-06-16,S,F,deanna38@learnsector.com,60000,5,Bachelors,Skilled Manual,Y
16995,MRS.,TAYLOR,HALL,1964-07-21,S,F,taylor70@learnsector.com,60000,5,Bachelors,Skilled Manual,Y
16996,MRS.,DESTINY,WALKER,1964-07-14,S,F,destiny21@learnsector.com,60000,5,Bachelors,Skilled Manual,Y
16997,MRS.,NATALIE,ALLEN,1964-04-24,S,F,natalie66@learnsector.com,60000,4,Bachelors,Skilled Manual,N
16998,MRS.,JENNIFER,LOPEZ,1964-11-07,S,F,jennifer24@learnsector.com,60000,4,Bachelors,Skilled Manual,N
16999,MRS.,CHLOE,KELLY,1964-04-18,S,F,chloe64@learnsector.com,60000,4,Bachelors,Skilled Manual,N
17000,MRS.,MIRANDA,HENDERSON,1963-03-07,S,F,miranda5@learnsector.com,70000,4,Bachelors,Skilled Manual,Y
17001,MRS.,ASHLEY,MOORE,1963-02-09,S,F,ashley8@learnsector.com,70000,4,Bachelors,Skilled Manual,N
17002,MR.,DYLAN,MARTIN,1963-12-15,S,M,dylan44@learnsector.com,70000,4,Bachelors,Professional,Y
17003,MRS.,JOANNA,DOMINGUEZ,1963-10-28,S,F,joanna11@learnsector.com,70000,4,Bachelors,Professional,N
17004,MRS.,KRISTA,TORRES,1963-08-05,S,F,krista12@learnsector.com,70000,4,Bachelors,Professional,Y
17005,MRS.,PRISCILLA,ANAND,1963-01-19,S,F,priscilla21@learnsector.com,70000,4,Bachelors,Professional,Y
17006,MR.,HUNTER,WILLIAMS,1963-07-02,M,M,hunter61@learnsector.com,70000,4,Bachelors,Professional,Y
17007,MR.,SAMUEL,HAYES,1968-06-21,S,M,samuel22@learnsector.com,70000,0,Bachelors,Professional,N
17008,MR.,CONNOR,TURNER,1968-04-28,S,M,connor34@learnsector.com,70000,0,Bachelors,Professional,N
17009,MR.,WYATT,BUTLER,1968-10-26,S,M,wyatt64@learnsector.com,70000,0,Bachelors,Professional,Y
17010,MS.,BRIANNA,JAMES,1968-04-27,S,F,brianna43@learnsector.com,70000,0,Bachelors,Professional,Y
17011,MRS.,SARA,HILL,1968-04-20,M,F,sara39@learnsector.com,60000,2,Graduate Degree,Professional,Y
17012,MRS.,JOAN,COLLINS,1963-10-19,M,F,joan12@learnsector.com,60000,3,Graduate Degree,Professional,Y
17013,MRS.,GABRIELLA,MITCHELL,1962-09-03,S,F,gabriella34@learnsector.com,70000,1,Bachelors,Professional,N
17014,MR.,MICHAEL,HARRIS,1962-10-27,S,M,michael45@learnsector.com,70000,1,Bachelors,Professional,Y
17015,MRS.,KELLY,PATTERSON,1962-05-05,S,F,kelly15@learnsector.com,70000,1,Bachelors,Professional,Y
17016,MRS.,HAILEY,HUGHES,1962-08-24,S,F,hailey31@learnsector.com,70000,1,Bachelors,Professional,N
17017,MR.,JEREMIAH,JONES,1962-04-05,M,M,jeremiah26@learnsector.com,70000,1,Partial College,Skilled Manual,Y
17018,MRS.,MANDY,GUO,1961-06-14,M,F,mandy19@learnsector.com,40000,4,High School,Skilled Manual,Y
17019,MRS.,ANDREA,HALL,1961-05-27,M,F,andrea44@learnsector.com,40000,4,High School,Skilled Manual,Y
17020,MRS.,ASHLEY,BRYANT,1961-08-21,M,F,ashley45@learnsector.com,40000,4,High School,Skilled Manual,Y
17021,MRS.,NICOLE,REED,1961-06-07,M,F,nicole29@learnsector.com,60000,1,Partial College,Skilled Manual,Y
17022,MRS.,KAREN,MORGAN,1961-11-04,M,F,karen34@learnsector.com,60000,1,Partial College,Skilled Manual,Y
17023,MR.,JEREMIAH,HARRIS,1960-07-16,M,M,jeremiah5@learnsector.com,60000,1,Partial College,Skilled Manual,Y
17024,MRS.,JACQUELINE,DIAZ,1960-11-11,M,F,jacqueline22@learnsector.com,60000,1,Partial College,Skilled Manual,Y
17025,MR.,RYAN,TAYLOR,1967-02-05,S,M,ryan48@learnsector.com,50000,0,Partial College,Skilled Manual,N
17026,MR.,JORDAN,LI,1967-07-13,S,M,jordan22@learnsector.com,50000,0,Partial College,Skilled Manual,N
17027,MS.,BRIANNA,TAYLOR,1967-06-27,S,F,brianna7@learnsector.com,50000,0,Partial College,Skilled Manual,N
17028,MRS.,GRACE,RICHARDSON,1960-10-27,M,F,grace35@learnsector.com,60000,1,Partial College,Skilled Manual,Y
17029,MRS.,SUZANNE,XU,1960-12-25,M,F,suzanne13@learnsector.com,60000,1,Partial College,Skilled Manual,Y
17030,MRS.,EMILY,RUSSELL,1959-02-25,M,F,emily45@learnsector.com,60000,1,Partial College,Skilled Manual,Y
17031,MRS.,GRACE,THOMAS,1959-11-25,M,F,grace10@learnsector.com,60000,5,Bachelors,Professional,Y
17032,MRS.,ALEXANDRIA,FLORES,1959-06-11,M,F,alexandria12@learnsector.com,60000,5,Bachelors,Professional,Y
17034,MRS.,LAUREN,CLARK,1959-12-04,S,F,lauren37@learnsector.com,60000,4,Bachelors,Professional,Y
17035,MR.,JORDAN,FLORES,1959-10-22,M,M,jordan9@learnsector.com,60000,4,Bachelors,Professional,Y
17036,MRS.,SAVANNAH,PEREZ,1959-07-20,M,F,savannah34@learnsector.com,70000,5,Graduate Degree,Professional,N
17037,MR.,KENNETH,NATH,1959-11-11,M,M,kenneth15@learnsector.com,80000,4,Graduate Degree,Professional,Y
17038,MR.,ERNEST,WANG,1959-07-02,S,M,ernest1@learnsector.com,80000,4,Graduate Degree,Professional,Y
17039,MRS.,ARIANA,WATSON,1958-04-16,M,F,ariana0@learnsector.com,60000,1,Bachelors,Professional,Y
17040,MR.,ADAM,HENDERSON,1958-08-27,M,M,adam3@learnsector.com,60000,1,Bachelors,Professional,Y
17041,MR.,CONNOR,PERRY,1958-05-14,M,M,connor4@learnsector.com,60000,1,Bachelors,Professional,Y
17042,MR.,TYLER,JACKSON,1958-10-24,M,M,tyler0@learnsector.com,60000,1,Bachelors,Professional,Y
17043,MRS.,ISABELLA,BENNETT,1958-03-29,M,F,isabella12@learnsector.com,60000,1,Bachelors,Professional,Y
17044,MRS.,ANA,HAYES,1958-11-26,M,F,ana21@learnsector.com,80000,5,Graduate Degree,Management,Y
17045,MR.,DEREK,GOEL,1969-09-07,S,M,derek17@learnsector.com,90000,1,Graduate Degree,Management,Y
17046,MR.,PRESTON,SAI,1969-06-09,M,M,preston4@learnsector.com,90000,1,Graduate Degree,Management,Y
17047,MRS.,KENDRA,RUBIO,1969-08-16,M,F,kendra21@learnsector.com,90000,1,Graduate Degree,Management,Y
17048,MRS.,NATASHA,GUTIERREZ,1969-09-18,S,F,natasha10@learnsector.com,90000,1,Graduate Degree,Management,Y
17049,MRS.,KRYSTAL,LU,1969-07-04,M,F,krystal11@learnsector.com,100000,1,Graduate Degree,Management,N
17050,MRS.,CRISTINA,XIE,1970-11-24,M,F,cristina3@learnsector.com,80000,4,Graduate Degree,Management,Y
17051,MRS.,JESSIE,ORTEGA,1968-02-26,M,F,jessie41@learnsector.com,60000,2,Bachelors,Professional,Y
17052,MR.,RAFAEL,NARA,1968-04-21,M,M,rafael40@learnsector.com,70000,5,Bachelors,Professional,Y
17053,MRS.,DEANNA,RAMAN,1968-07-28,M,F,deanna15@learnsector.com,70000,5,Bachelors,Professional,Y
17054,MR.,SHAWN,RAJE,1967-08-26,M,M,shawn16@learnsector.com,70000,5,Bachelors,Professional,Y
17055,MR.,WILLIE,SHE,1969-09-11,S,M,willie20@learnsector.com,110000,1,Graduate Degree,Management,Y
17056,MR.,SHAUN,LAL,1969-09-16,S,M,shaun9@learnsector.com,110000,1,Graduate Degree,Management,Y
17057,MRS.,TASHA,RAJI,1969-08-27,M,F,tasha21@learnsector.com,110000,1,Graduate Degree,Management,Y
17058,MRS.,DESTINY,LEE,1967-11-07,M,F,destiny20@learnsector.com,70000,5,Bachelors,Professional,Y
17059,MR.,LOUIS,CHEN,1967-06-01,M,M,louis40@learnsector.com,70000,5,Bachelors,Professional,Y
17060,MR.,GERALD,SANZ,1967-03-20,M,M,gerald27@learnsector.com,80000,5,Graduate Degree,Management,Y
17061,MRS.,BRANDI,ALONSO,1967-11-10,M,F,brandi8@learnsector.com,80000,5,Graduate Degree,Management,Y
17062,MRS.,CHRISTY,LU,1967-11-27,M,F,christy10@learnsector.com,80000,5,Graduate Degree,Management,Y
17063,MRS.,JACLYN,WANG,1966-06-17,M,F,jaclyn1@learnsector.com,80000,5,Bachelors,Professional,Y
17064,MS.,STEPHANIE,GRAY,1966-05-24,M,F,stephanie21@learnsector.com,90000,0,Bachelors,Professional,Y
17065,,CEDRIC,CHEN,1966-04-27,M,,cedric2@learnsector.com,100000,0,Graduate Degree,Management,Y
17066,MRS.,LORI,SERRANO,1965-08-04,M,F,lori17@learnsector.com,60000,3,Bachelors,Professional,Y
17067,MRS.,ADRIENNE,ALVAREZ,1965-03-23,S,F,adrienne4@learnsector.com,60000,3,Bachelors,Professional,Y
17068,MR.,THOMAS,SMITH,1968-02-09,S,M,thomas60@learnsector.com,70000,0,Bachelors,Professional,N
17069,MS.,CHRISTY,ZHENG,1968-12-15,S,F,christy17@learnsector.com,70000,0,Bachelors,Professional,N
17070,MRS.,MARGARET,HUANG,1968-05-11,M,F,margaret12@learnsector.com,80000,5,Bachelors,Professional,Y
17071,MS.,TAMMY,RAJI,1965-02-18,S,F,tammy22@learnsector.com,70000,0,Bachelors,Professional,Y
17072,MRS.,KAITLIN,KAPOOR,1964-10-05,M,F,kaitlin1@learnsector.com,60000,3,Bachelors,Professional,Y
17073,MR.,JONATHON,CARLSON,1964-03-15,M,M,jonathon14@learnsector.com,60000,3,Bachelors,Professional,Y
17074,MR.,RUBEN,MALHOTRA,1964-02-24,M,M,ruben5@learnsector.com,60000,4,Bachelors,Professional,Y
17075,MRS.,AIMEE,GUO,1964-07-13,M,F,aimee12@learnsector.com,60000,4,Bachelors,Professional,Y
17076,MR.,NEIL,SERRANO,1963-11-22,M,M,neil15@learnsector.com,60000,5,Bachelors,Professional,Y
17077,MR.,RONALD,RAMAN,1963-02-28,S,M,ronald14@learnsector.com,60000,3,Bachelors,Professional,N
17078,MS.,JENNY,ZHU,1963-05-08,S,F,jenny16@learnsector.com,70000,0,Bachelors,Professional,N
17079,MS.,TRACY,RAI,1963-02-14,S,F,tracy16@learnsector.com,70000,0,Bachelors,Professional,N
17080,MS.,KATELYN,PETERSON,1973-01-20,S,F,katelyn3@learnsector.com,30000,0,Partial College,Clerical,Y
17081,MS.,JENNIFER,MURPHY,1974-08-02,S,F,jennifer60@learnsector.com,30000,0,Partial College,Clerical,N
17082,MS.,MORGAN,SMITH,1974-05-23,S,F,morgan23@learnsector.com,30000,0,Partial College,Clerical,N
17083,MS.,PRISCILLA,RAJE,1974-08-17,S,F,priscilla12@learnsector.com,30000,0,Partial College,Clerical,Y
17084,MR.,BYRON,SERRANO,1980-11-14,S,M,byron10@learnsector.com,20000,0,Partial High School,Manual,N
17085,MR.,EDWIN,DENG,1974-08-04,M,M,edwin23@learnsector.com,40000,1,Bachelors,Skilled Manual,Y
17086,MR.,XAVIER,ANDERSON,1973-09-10,S,M,xavier7@learnsector.com,30000,0,High School,Manual,N
17087,MR.,JÉSUS,DOMINGUEZ,1972-06-23,M,M,jésus11@learnsector.com,10000,0,Partial High School,Manual,N
17088,MR.,WAYNE,YUAN,1972-01-08,S,M,wayne8@learnsector.com,10000,0,Partial High School,Manual,Y
17089,MS.,CRYSTAL,ZHU,1972-03-11,M,F,crystal15@learnsector.com,10000,0,Partial High School,Manual,N
17090,MS.,LESLIE,ALVAREZ,1972-08-16,S,F,leslie5@learnsector.com,10000,0,Partial High School,Manual,N
17091,MS.,TAMMY,PATEL,1972-04-22,M,F,tammy3@learnsector.com,10000,0,Partial High School,Manual,N
17092,MR.,DEVON,BECK,1973-12-12,M,M,devon17@learnsector.com,40000,1,Bachelors,Skilled Manual,Y
17093,MR.,SETH,SANCHEZ,1973-08-18,M,M,seth88@learnsector.com,40000,1,Bachelors,Skilled Manual,Y
17094,MR.,JULIO,DOMINGUEZ,1973-06-07,S,M,julio13@learnsector.com,50000,0,Graduate Degree,Skilled Manual,Y
17095,MR.,LOGAN,GARCIA,1972-06-02,S,M,logan68@learnsector.com,20000,0,Partial High School,Manual,N
17096,MS.,SAMANTHA,BENNETT,1972-10-20,M,F,samantha26@learnsector.com,20000,0,Partial High School,Manual,N
17097,MS.,DEANNA,KAPOOR,1972-06-02,S,F,deanna4@learnsector.com,30000,0,High School,Manual,N
17098,MR.,WILLIE,SHAN,1972-01-16,S,M,willie29@learnsector.com,30000,0,High School,Manual,N
17099,MR.,JOEL,FERNANDEZ,1972-11-17,S,M,joel15@learnsector.com,30000,0,High School,Manual,N
17100,MR.,VINCENT,WANG,1972-03-02,S,M,vincent2@learnsector.com,30000,0,High School,Manual,Y
17101,MR.,SHANNON,GUTIERREZ,1972-03-11,S,M,shannon32@learnsector.com,30000,0,High School,Manual,Y
17102,MR.,ANDRES,GOEL,1972-07-14,S,M,andres16@learnsector.com,30000,0,High School,Manual,Y
17103,MR.,FRANKLIN,XU,1972-09-14,M,M,franklin23@learnsector.com,40000,1,Partial College,Clerical,Y
17104,MR.,CLIFFORD,RODRIGUEZ,1972-07-03,S,M,clifford18@learnsector.com,40000,2,Partial College,Clerical,Y
17105,MS.,MADISON,WALKER,1971-11-26,S,F,madison23@learnsector.com,10000,0,Partial High School,Manual,N
17106,MS.,GINA,JIMÉNEZ,1971-03-22,S,F,gina6@learnsector.com,10000,0,Partial High School,Manual,N
17107,MS.,PRISCILLA,YUAN,1971-02-02,S,F,priscilla6@learnsector.com,20000,0,Partial High School,Manual,N
17108,MS.,SUSAN,XU,1971-09-09,S,F,susan22@learnsector.com,20000,0,Partial High School,Manual,N
17109,MS.,SYDNEY,WILSON,1971-05-20,S,F,sydney71@learnsector.com,30000,0,High School,Manual,N
17110,MS.,MEREDITH,GARCIA,1971-04-11,S,F,meredith14@learnsector.com,30000,0,High School,Manual,Y
17111,MRS.,JENNY,CHANDE,1970-05-18,M,F,jenny37@learnsector.com,40000,2,Partial College,Clerical,N
17112,MRS.,JANET,JIMENEZ,1970-07-21,M,F,janet10@learnsector.com,40000,2,Partial College,Clerical,N
17113,MR.,CLARENCE,PAL,1971-04-22,S,M,clarence27@learnsector.com,40000,2,Partial College,Clerical,Y
17114,MR.,JARROD,MEHTA,1971-12-10,S,M,jarrod14@learnsector.com,40000,2,Partial College,Clerical,Y
17115,MRS.,KAREN,XU,1971-12-02,M,F,karen22@learnsector.com,40000,2,Partial College,Clerical,N
17116,MRS.,ALISON,NATH,1974-07-24,S,F,alison19@learnsector.com,40000,3,Partial College,Clerical,Y
17117,MRS.,LYDIA,PRASAD,1974-05-27,M,F,lydia8@learnsector.com,40000,3,Partial College,Clerical,N
17118,MS.,SARA,BLUE,1974-07-07,S,F,sara15@learnsector.com,30000,0,Graduate Degree,Skilled Manual,Y
17119,MRS.,ISABELLA,HARRIS,1975-06-05,S,F,isabella69@learnsector.com,40000,4,Partial College,Clerical,Y
17120,MS.,MICHELE,RAJE,1966-05-16,S,F,michele14@learnsector.com,60000,0,Graduate Degree,Skilled Manual,Y
17121,MR.,LUCAS,BRYANT,1966-08-20,S,M,lucas66@learnsector.com,60000,0,Graduate Degree,Skilled Manual,Y
17122,MS.,GABRIELLE,GONZALEZ,1966-03-18,S,F,gabrielle52@learnsector.com,60000,0,Graduate Degree,Skilled Manual,Y
17123,MR.,PEDRO,ROMERO,1953-09-26,M,M,pedro29@learnsector.com,30000,1,Bachelors,Skilled Manual,Y
17124,MRS.,KAITLIN,MADAN,1953-12-08,M,F,kaitlin7@learnsector.com,30000,1,Bachelors,Skilled Manual,Y
17125,MRS.,PAIGE,ROGERS,1954-11-19,M,F,paige44@learnsector.com,20000,3,Partial High School,Manual,N
17126,MRS.,NATALIE,PERRY,1944-08-10,S,F,natalie30@learnsector.com,70000,4,Bachelors,Management,N
17127,MRS.,MAKAYLA,GRAY,1945-02-06,S,F,makayla6@learnsector.com,40000,4,High School,Professional,Y
17128,MR.,FERNANDO,ALEXANDER,1945-06-12,S,M,fernando60@learnsector.com,40000,4,High School,Professional,Y
17129,MRS.,GABRIELLE,POWELL,1945-11-06,S,F,gabrielle31@learnsector.com,40000,4,High School,Professional,Y
17130,MRS.,JANET,TURNER,1945-08-11,S,F,janet32@learnsector.com,70000,4,Bachelors,Management,Y
17131,MRS.,LAUREN,HENDERSON,1945-03-03,S,F,lauren52@learnsector.com,70000,4,Bachelors,Management,Y
17132,MRS.,ISABELLA,JAMES,1945-06-12,S,F,isabella6@learnsector.com,70000,5,Bachelors,Management,Y
17133,MR.,LUCAS,KELLY,1946-11-15,S,M,lucas73@learnsector.com,70000,5,Bachelors,Management,Y
17135,MR.,RICHARD,EDWARDS,1946-12-10,S,M,richard38@learnsector.com,70000,5,Bachelors,Management,Y
17136,MR.,GLENN,YE,1946-08-27,S,M,glenn10@learnsector.com,70000,5,Bachelors,Management,Y
17137,MR.,JASON,WASHINGTON,1946-05-12,S,M,jason10@learnsector.com,60000,4,Bachelors,Management,Y
17138,MRS.,MELANIE,JENKINS,1946-08-07,S,F,melanie22@learnsector.com,60000,4,Bachelors,Management,Y
17139,MRS.,JADE,RIVERA,1947-05-26,S,F,jade14@learnsector.com,70000,2,Partial College,Professional,Y
17140,MR.,SEAN,PETERSON,1947-09-05,M,M,sean12@learnsector.com,70000,2,Partial College,Professional,Y
17141,,MAKAYLA,ROGERS,1947-11-05,S,,makayla15@learnsector.com,70000,2,Partial College,Professional,Y
17142,MR.,SETH,FLORES,1947-04-18,M,M,seth60@learnsector.com,60000,5,Bachelors,Management,Y
17143,MR.,DAVID,ROSS,1948-03-09,M,M,david36@learnsector.com,40000,2,High School,Professional,Y
17144,MR.,LUIS,GRIFFIN,1948-02-20,M,M,luis20@learnsector.com,60000,2,Partial College,Professional,Y
17145,MRS.,SARAH,BENNETT,1948-04-15,S,F,sarah26@learnsector.com,60000,2,Partial College,Professional,Y
17146,MR.,JUAN,COOK,1948-02-13,S,M,juan31@learnsector.com,60000,2,Bachelors,Management,Y
17147,MRS.,JENNIFER,NELSON,1949-05-24,S,F,jennifer11@learnsector.com,40000,2,High School,Professional,Y
17148,MRS.,HAILEY,HENDERSON,1949-07-17,S,F,hailey26@learnsector.com,40000,2,Partial High School,Skilled Manual,Y
17149,MR.,STEVEN,RICHARDSON,1949-04-22,M,M,steven19@learnsector.com,60000,2,Partial College,Professional,Y
17151,MRS.,JASMINE,ALEXANDER,1949-07-21,S,F,jasmine58@learnsector.com,60000,2,Partial College,Professional,Y
17152,MR.,JACK,WANG,1949-07-11,S,M,jack25@learnsector.com,60000,2,Partial College,Professional,Y
17153,MR.,DEVIN,BUTLER,1949-02-20,M,M,devin52@learnsector.com,60000,2,Bachelors,Management,Y
17154,MR.,GEOFFREY,MARTINEZ,1949-08-20,M,M,geoffrey15@learnsector.com,60000,2,Bachelors,Management,Y
17155,MR.,SAMUEL,LEWIS,1949-04-21,M,M,samuel71@learnsector.com,60000,2,Partial College,Professional,Y
17156,MRS.,HAILEY,GONZALES,1949-08-15,S,F,hailey37@learnsector.com,70000,4,Partial College,Professional,Y
17157,MR.,WYATT,JOHNSON,1949-12-17,M,M,wyatt1@learnsector.com,70000,5,Partial College,Professional,Y
17158,MR.,MITCHELL,NARA,1950-05-16,M,M,mitchell14@learnsector.com,60000,2,Partial College,Professional,Y
17159,MRS.,KELLIE,RUIZ,1950-04-10,S,F,kellie2@learnsector.com,60000,2,Partial College,Professional,Y
17160,MR.,LOUIS,ANDERSEN,1950-04-01,M,M,louis29@learnsector.com,60000,2,Partial College,Professional,Y
17161,MRS.,KATHERINE,LOPEZ,1950-10-16,S,F,katherine69@learnsector.com,60000,2,Partial College,Professional,Y
17162,MRS.,RACHEL,BLUE,1950-04-01,S,F,rachel50@learnsector.com,60000,2,Partial College,Professional,Y
17163,MR.,EDWARD,ADAMS,1950-08-23,M,M,edward8@learnsector.com,60000,2,Partial College,Professional,Y
17164,MR.,RYAN,CLARK,1950-08-04,M,M,ryan55@learnsector.com,60000,2,Partial College,Professional,Y
17165,MR.,ISAAC,GONZALEZ,1950-07-14,S,M,isaac30@learnsector.com,70000,4,Partial College,Professional,Y
17166,MR.,JOSHUA,SEVERAL,1951-06-23,M,M,joshua1@learnsector.com,60000,2,High School,Professional,Y
17167,MR.,THOMAS,JENKINS,1951-08-16,M,M,thomas8@learnsector.com,60000,2,High School,Professional,Y
17168,MRS.,JADA,PEREZ,1951-07-27,S,F,jada24@learnsector.com,60000,2,High School,Professional,Y
17169,MRS.,EMILY,TAYLOR,1951-07-07,M,F,emily9@learnsector.com,60000,2,Partial College,Professional,Y
17170,MRS.,JASMINE,JAMES,1951-06-07,M,F,jasmine36@learnsector.com,60000,2,Partial College,Professional,Y
17171,MRS.,KATHERINE,CLARK,1951-11-27,S,F,katherine90@learnsector.com,70000,4,Partial College,Professional,Y
17172,MR.,JESSE,ADAMS,1952-03-24,M,M,jesse39@learnsector.com,70000,2,Partial High School,Skilled Manual,Y
17173,MR.,DAVID,BRYANT,1952-11-23,S,M,david51@learnsector.com,70000,2,Partial High School,Skilled Manual,Y
17174,MRS.,ANGELICA,WOOD,1952-09-25,S,F,angelica1@learnsector.com,70000,2,Partial High School,Skilled Manual,Y
17175,MRS.,AMANDA,ROBERTS,1952-05-18,S,F,amanda47@learnsector.com,70000,2,Partial High School,Skilled Manual,Y
17176,MR.,ISAAC,WARD,1952-12-05,S,M,isaac12@learnsector.com,70000,2,Partial High School,Skilled Manual,Y
17177,MR.,RICHARD,HAYES,1952-11-06,M,M,richard78@learnsector.com,60000,2,High School,Professional,Y
17178,MRS.,TRISHA,LIANG,1952-07-19,M,F,trisha11@learnsector.com,60000,2,High School,Professional,Y
17179,MR.,JAMES,HENDERSON,1952-07-22,S,M,james20@learnsector.com,60000,2,High School,Professional,Y
17180,MR.,TIMOTHY,ROGERS,1953-12-19,M,M,timothy21@learnsector.com,70000,4,Partial College,Professional,Y
17181,MRS.,JENNY,LAL,1958-03-20,M,F,jenny32@learnsector.com,130000,2,Bachelors,Management,N
17182,MRS.,JESSICA,PATTERSON,1958-10-05,S,F,jessica35@learnsector.com,170000,2,Bachelors,Management,N
17183,MR.,SHANE,SANCHEZ,1957-09-11,M,M,shane23@learnsector.com,130000,2,Partial College,Professional,Y
17184,MR.,EDDIE,DOMINGUEZ,1957-02-02,M,M,eddie13@learnsector.com,130000,2,Partial College,Professional,Y
17185,MRS.,KARLA,ANAND,1957-09-21,M,F,karla23@learnsector.com,170000,4,Partial College,Professional,N
17186,MR.,ISAAC,EVANS,1956-01-24,M,M,isaac23@learnsector.com,120000,3,High School,Professional,Y
17187,MR.,ALEJANDRO,MA,1955-01-04,S,M,alejandro19@learnsector.com,90000,2,High School,Professional,Y
17188,MRS.,ALEXA,PETERSON,1955-09-21,M,F,alexa4@learnsector.com,110000,3,Partial College,Professional,Y
17189,MR.,CLARENCE,GOEL,1955-11-16,M,M,clarence34@learnsector.com,110000,3,Partial College,Professional,Y
17190,MRS.,EBONY,RANA,1955-07-10,S,F,ebony11@learnsector.com,120000,2,Partial High School,Professional,Y
17191,MR.,GILBERT,GUO,1955-08-14,S,M,gilbert15@learnsector.com,130000,3,Partial College,Professional,N
17192,MR.,WARREN,HE,1955-09-23,S,M,warren31@learnsector.com,160000,2,High School,Professional,N
17193,MRS.,HALEY,BROOKS,1954-06-20,M,F,haley17@learnsector.com,80000,4,Partial College,Professional,Y
17194,MR.,WYATT,THOMPSON,1954-08-19,M,M,wyatt16@learnsector.com,80000,4,Partial College,Professional,Y
17195,MR.,FRANKLIN,SHARMA,1944-05-22,M,M,franklin27@learnsector.com,70000,5,High School,Professional,Y
17196,MR.,DOUGLAS,FERNANDEZ,1944-07-27,S,M,douglas20@learnsector.com,70000,5,High School,Professional,Y
17197,MRS.,MINDY,NARA,1944-01-17,S,F,mindy21@learnsector.com,90000,5,Partial College,Professional,Y
17198,MRS.,CHERYL,JIMÉNEZ,1944-10-18,S,F,cheryl7@learnsector.com,90000,5,Partial College,Professional,N
17199,MR.,DENNIS,ZHOU,1945-08-11,M,M,dennis10@learnsector.com,70000,5,High School,Professional,N
17200,MR.,RUSSELL,SHE,1945-03-10,S,M,russell4@learnsector.com,80000,5,Partial College,Professional,N
17201,MR.,VINCENT,YANG,1945-11-21,S,M,vincent5@learnsector.com,80000,5,Partial College,Professional,N
17202,MRS.,DEANNA,MARTINEZ,1945-04-17,M,F,deanna21@learnsector.com,110000,3,Bachelors,Management,Y
17203,MRS.,CHRISTINE,RAJE,1945-02-18,M,F,christine9@learnsector.com,130000,4,Partial College,Professional,Y
17204,MRS.,EVELYN,MARTINEZ,1945-05-27,S,F,evelyn18@learnsector.com,130000,4,Partial College,Professional,N
17205,MRS.,LISA,WANG,1945-08-15,S,F,lisa4@learnsector.com,150000,3,Graduate Degree,Management,N
17206,MR.,SPENCER,GONZALES,1954-12-01,M,M,spencer19@learnsector.com,90000,3,High School,Professional,N
17207,MR.,IAN,TORRES,1953-05-16,S,M,ian70@learnsector.com,80000,4,Partial College,Professional,Y
17208,MR.,JACOB,MILLER,1953-03-27,M,M,jacob6@learnsector.com,80000,4,Partial College,Professional,Y
17209,MRS.,JACQUELINE,JAMES,1953-08-20,M,F,jacqueline32@learnsector.com,90000,4,Partial College,Professional,N
17210,MR.,KARL,DENG,1954-08-13,S,M,karl1@learnsector.com,130000,3,Partial College,Professional,N
17211,MRS.,VIRGINIA,RODRIGUEZ,1953-11-09,M,F,virginia22@learnsector.com,100000,3,Bachelors,Management,Y
17212,MRS.,JACQUELINE,COLEMAN,1952-06-17,S,F,jacqueline6@learnsector.com,80000,4,High School,Professional,Y
17214,MR.,DAMIEN,LIU,1952-09-20,M,M,damien3@learnsector.com,130000,4,High School,Professional,Y
